UMAP_1	UMAP_2	Highlight	cell_id
-2.363071809	6.958052215	none	cell27660
5.513289442	6.228459415	none	cell27661
2.139282932	7.544126567	none	cell27662
-4.458873759	10.12660557	none	cell27663
-5.921848784	9.768894729	none	cell27664
3.645375719	8.75367218	none	cell27665
-1.543100963	6.607378063	none	cell27666
1.036419859	4.351511535	none	cell27667
1.430165162	7.576453266	none	cell27668
-2.01517428	7.515069065	none	cell27669
3.887452116	6.918431816	none	cell27670
3.375832786	8.277908859	none	cell27671
-4.137200842	9.937872467	none	cell27672
3.640803804	8.170406875	none	cell27673
9.25969409	-6.647781315	none	cell27674
1.086073031	7.951644477	none	cell27675
-3.440651427	10.14681107	none	cell27676
1.934591283	4.805058059	none	cell27677
-4.31603385	10.07718426	none	cell27678
2.768329849	8.151279029	none	cell27679
-2.77428175	8.179146347	none	cell27680
-1.059024523	7.888183174	none	cell27681
-2.047947893	8.459691581	none	cell27682
-1.260303865	9.877632675	none	cell27683
2.804039945	5.652159271	none	cell27684
-0.972212861	8.60032135	none	cell27685
-6.023115168	1.030398545	Epithelials	cell27686
3.767588606	8.410421905	none	cell27687
-2.059395204	6.998074588	none	cell27688
-1.571741114	9.098175582	none	cell27689
4.952377786	8.646811065	none	cell27690
-1.378372917	3.710521993	none	cell27691
2.188564768	4.990319786	none	cell27692
-0.929676423	10.10733753	none	cell27693
-0.91678978	6.304964599	none	cell27694
1.397167077	8.199367103	none	cell27695
4.709964742	8.437768516	none	cell27696
2.084632387	6.978009281	none	cell27697
3.611165991	8.86200386	none	cell27698
1.521190753	6.931735572	none	cell27699
3.741026868	8.403887329	none	cell27700
0.684040298	6.964559135	none	cell27701
-1.591489563	3.699010906	none	cell27702
1.872483959	5.32765871	none	cell27703
3.414875497	9.039316711	none	cell27704
3.261885872	6.124665317	none	cell27705
-1.788457642	6.911276874	none	cell27706
-0.354742078	10.24029976	none	cell27707
0.13083147	8.486515579	none	cell27708
4.753985872	6.612586078	none	cell27709
1.515302052	9.624100265	none	cell27710
1.696456661	9.429812965	none	cell27711
3.791892996	8.967943725	none	cell27712
-1.4530511	6.639405784	none	cell27713
5.386057844	8.313362655	none	cell27714
0.191633095	7.090044555	none	cell27715
5.480446329	7.932309684	none	cell27716
-2.947692643	4.994026718	none	cell27717
-0.148619244	5.151652393	none	cell27718
3.020910015	6.95499855	none	cell27719
1.220901241	8.39882904	none	cell27720
0.175632169	9.693372306	none	cell27721
1.700611343	8.394726333	none	cell27722
0.958274355	4.688106117	none	cell27723
2.424850454	8.433124122	none	cell27724
2.623176326	5.062101898	none	cell27725
-0.938132356	8.819259223	none	cell27726
3.114453544	5.203415451	none	cell27727
-1.888887892	4.749342975	none	cell27728
0.763746133	5.166880664	none	cell27729
1.801079263	4.88255125	none	cell27730
0.57688128	9.691014823	none	cell27731
-0.895545254	8.553458747	none	cell27732
-5.327642927	8.336088714	none	cell27733
-0.256062719	8.595877227	none	cell27734
0.130719175	9.64443737	none	cell27735
-0.925459991	8.240922508	none	cell27736
-4.980066309	9.624116477	none	cell27737
3.978836527	8.523803291	none	cell27738
3.522850265	7.861381111	none	cell27739
3.505357017	8.015035209	none	cell27740
-3.979278813	9.976400909	none	cell27741
-4.298989783	10.20825535	none	cell27742
-3.32428814	5.267084178	none	cell27743
1.062433352	9.197371063	none	cell27744
4.486693849	7.047017154	none	cell27745
5.514238348	7.842319068	none	cell27746
-3.907477389	10.170466	none	cell27747
3.142566433	5.407304344	none	cell27748
3.476234903	8.813829002	none	cell27749
0.651972642	9.623480377	none	cell27750
3.739118566	9.054199752	none	cell27751
2.095940818	5.228164253	none	cell27752
-2.270565639	7.732204971	none	cell27753
1.579301943	8.306643066	none	cell27754
0.732705941	9.318795738	none	cell27755
-0.179907853	7.459157524	none	cell27756
1.010709991	7.691310462	none	cell27757
1.643379678	9.05290657	none	cell27758
2.763879289	9.180238304	none	cell27759
-0.176394517	5.579714832	none	cell27760
3.676852693	6.587287483	none	cell27761
5.192419042	8.097596702	none	cell27762
4.049955358	8.18936592	none	cell27763
0.232258846	9.309484062	none	cell27764
-2.675057898	5.049370822	none	cell27765
4.938973894	-10.96296448	none	cell27766
2.634864559	7.81137329	none	cell27767
2.581211319	7.977237281	none	cell27768
2.304437389	4.789350566	none	cell27769
-1.027384112	9.731498298	none	cell27770
0.062399765	3.935994205	none	cell27771
5.126512518	8.404003677	none	cell27772
0.586483946	9.007960853	none	cell27773
1.634508361	4.55590969	none	cell27774
-1.131725798	8.955892143	none	cell27775
-2.698288689	7.407642421	none	cell27776
4.949271669	7.81625801	none	cell27777
-3.29237772	5.443923053	none	cell27778
3.245626201	8.595080909	none	cell27779
0.84574007	7.706302223	none	cell27780
0.037305971	9.572612342	none	cell27781
-4.071758995	9.557867584	none	cell27782
4.621395101	8.156032142	none	cell27783
5.354515543	8.52206665	none	cell27784
3.015731325	6.694107112	none	cell27785
-5.501603136	8.892650184	none	cell27786
0.888346781	9.227006492	none	cell27787
0.95305418	9.545870361	none	cell27788
4.6076126	7.444205341	none	cell27789
2.424654951	6.413922367	none	cell27790
-4.489976416	7.739470062	none	cell27791
-0.284631985	8.826282081	none	cell27792
0.560879221	8.37171894	none	cell27793
-0.162345509	10.03205067	none	cell27794
4.782842626	7.601510105	none	cell27795
-5.276741038	8.253889617	none	cell27796
0.581824948	7.83809906	none	cell27797
2.491358747	7.539160308	none	cell27798
3.698626985	6.285202083	none	cell27799
-0.381571658	4.945752201	none	cell27800
-1.012648712	8.82504898	none	cell27801
-5.675801764	9.845422325	none	cell27802
-1.033048759	5.706699905	none	cell27803
5.732579698	7.794358787	none	cell27804
-2.202580939	5.33240467	none	cell27805
4.884029855	7.492749271	none	cell27806
-0.178175266	6.811538276	none	cell27807
5.757825842	7.057694015	none	cell27808
-2.511366377	6.913598117	none	cell27809
-0.746910045	8.963416633	none	cell27810
1.21470963	8.92727333	none	cell27811
-1.888644228	9.586823997	none	cell27812
5.039998521	7.672552642	none	cell27813
-0.165056134	5.036921558	none	cell27814
0.908972969	9.377203521	none	cell27815
2.680336227	9.005906639	none	cell27816
2.765417804	7.935474929	none	cell27817
-2.399364481	5.352613029	none	cell27818
-4.407300959	8.466236648	none	cell27819
-1.842487345	7.02777153	none	cell27820
-0.93953986	5.039783058	none	cell27821
-4.439231406	9.985749778	none	cell27822
0.593481948	7.427338657	none	cell27823
-0.191557373	3.891112384	none	cell27824
4.189102163	8.138899383	none	cell27825
-0.493131633	6.110333976	none	cell27826
2.78556036	8.459919509	none	cell27827
2.163394441	4.474609432	none	cell27828
0.582770278	10.38525539	none	cell27829
5.131041517	6.64835268	none	cell27830
1.079500904	9.343711433	none	cell27831
1.905291309	4.782996234	none	cell27832
-2.464177857	7.3023954	none	cell27833
5.71887206	6.806133804	none	cell27834
-1.091634343	6.889333782	none	cell27835
-5.772906313	10.04047924	none	cell27836
0.974929084	6.86743122	none	cell27837
4.653929701	7.955858764	none	cell27838
1.922339906	9.336165008	none	cell27839
1.583280196	9.800606307	none	cell27840
0.348526587	6.37563425	none	cell27841
-4.759164343	10.00739723	none	cell27842
2.976523628	8.255644378	none	cell27843
3.210468521	8.307084617	none	cell27844
-2.555089484	5.890192089	none	cell27845
3.596288671	8.641151008	none	cell27846
5.051845541	7.741430816	none	cell27847
1.281978478	8.09915596	none	cell27848
-0.740577231	4.474546489	none	cell27849
3.507800092	7.699113903	none	cell27850
2.48424839	4.843343315	none	cell27851
-1.940935622	7.070921001	none	cell27852
1.317486634	9.697743949	none	cell27853
4.074427118	6.738777694	none	cell27854
4.044582834	7.271266517	none	cell27855
0.815472474	3.498187599	none	cell27856
3.937630644	8.846712646	none	cell27857
2.226132145	9.41500431	none	cell27858
3.137455215	6.058899936	none	cell27859
3.277586927	7.508301315	none	cell27860
4.940802564	7.538137969	none	cell27861
5.223566522	8.149147567	none	cell27862
-6.018977175	9.137217102	none	cell27863
-4.313940058	8.315164146	none	cell27864
1.462434044	7.955794868	none	cell27865
5.25063323	8.264596519	none	cell27866
-5.896362315	9.067035255	none	cell27867
-2.230830083	6.471637306	none	cell27868
-6.390888701	9.453648147	none	cell27869
-0.422102178	8.540528831	none	cell27870
-0.187912996	9.277012405	none	cell27871
1.941057672	7.780575332	none	cell27872
5.194529524	7.916835365	none	cell27873
2.780970564	6.34291893	none	cell27874
-2.858104	5.786381301	none	cell27875
1.394446244	7.020409164	none	cell27876
4.813836565	7.808270034	none	cell27877
5.562111368	6.993011054	none	cell27878
0.660730471	9.608995971	none	cell27879
3.854507913	7.796393928	none	cell27880
-0.124149124	5.209655342	none	cell27881
-4.096737156	10.11003357	none	cell27882
5.541759958	7.420358715	none	cell27883
1.354482641	7.592530784	none	cell27884
4.377523412	7.607067642	none	cell27885
1.244814386	7.65829235	none	cell27886
2.463581791	6.929158267	none	cell27887
0.996827473	9.558210906	none	cell27888
0.901579132	5.248011646	none	cell27889
0.665953269	3.55315524	none	cell27890
-1.695513974	7.699361858	none	cell27891
1.415108909	7.010218677	none	cell27892
2.951397886	8.89462429	none	cell27893
1.69032382	9.321724472	none	cell27894
4.984275331	7.262231883	none	cell27895
5.0745263	6.907464561	none	cell27896
0.861581196	7.235785064	none	cell27897
5.579561224	7.494518814	none	cell27898
-2.380971442	5.362689552	none	cell27899
-6.20064498	9.428126869	none	cell27900
4.236659517	6.849899349	none	cell27901
-4.265647183	9.974105415	none	cell27902
5.498939027	5.703875598	none	cell27903
-0.530053923	6.771774349	none	cell27904
3.175848713	8.835680541	none	cell27905
-1.179174552	8.543932495	none	cell27906
-3.808496247	9.266359863	none	cell27907
-0.192314173	10.1115089	none	cell27908
-5.667917261	9.794734535	none	cell27909
0.188895216	7.434117851	none	cell27910
-5.40876628	8.395886001	none	cell27911
0.987897505	10.02790791	none	cell27912
0.620318641	9.081172523	none	cell27913
0.503811707	8.274488983	none	cell27914
0.748543729	8.693241653	none	cell27915
-6.447498808	9.489969787	none	cell27916
-1.764572511	7.769583282	none	cell27917
-1.572505603	3.680174884	none	cell27918
-6.262877474	9.337589797	none	cell27919
0.614642372	8.84904438	none	cell27920
-5.217272292	8.606333312	none	cell27921
3.374243011	8.687394676	none	cell27922
-5.257168303	9.88613182	none	cell27923
3.712576379	8.236400184	none	cell27924
-1.335077296	4.615915832	none	cell27925
-5.695469866	8.731925544	none	cell27926
2.335258951	9.4898954	none	cell27927
-6.207024584	9.630361137	none	cell27928
0.361754884	9.392108497	none	cell27929
-0.861002306	4.971883354	none	cell27930
-1.359169314	9.703913269	none	cell27931
0.109081497	6.931210098	none	cell27932
-0.017129759	5.66434246	none	cell27933
-2.596668015	5.405125198	none	cell27934
-6.371711264	1.224961934	Epithelials	cell27935
3.766613474	7.419494686	none	cell27936
4.541479578	7.731868324	none	cell27937
1.048825135	8.197684822	none	cell27938
-1.221141169	9.621606407	none	cell27939
2.090879192	4.58809	none	cell27940
4.670732011	8.429559288	none	cell27941
4.328603258	8.270546493	none	cell27942
0.407779207	8.160074768	none	cell27943
-1.112185011	7.663364467	none	cell27944
4.196671476	7.449494895	none	cell27945
-4.768383513	9.606087264	none	cell27946
-3.113939534	5.008180675	none	cell27947
5.779566755	7.77245861	none	cell27948
-1.505229364	6.187615451	none	cell27949
5.494779577	7.745030937	none	cell27950
4.816729059	7.626267967	none	cell27951
-2.067541967	9.026122627	none	cell27952
0.681620111	9.545271453	none	cell27953
0.303504278	7.298754749	none	cell27954
2.357364406	5.41586071	none	cell27955
-0.488803613	10.44771915	none	cell27956
2.900633802	5.133033332	none	cell27957
-4.675199042	8.907288131	none	cell27958
3.156250944	4.97408348	none	cell27959
-4.701694975	9.596696433	none	cell27960
-6.021291743	9.188910064	none	cell27961
-3.750897179	9.793016014	none	cell27962
1.47925519	9.095462379	none	cell27963
-2.829933176	7.571387348	none	cell27964
-0.032756189	8.509315071	none	cell27965
-3.976061116	10.14517933	none	cell27966
5.562633505	7.584256706	none	cell27967
-2.574340115	5.059532699	none	cell27968
0.996785988	7.736066398	none	cell27969
4.797958364	6.958730754	none	cell27970
5.736812582	7.50926548	none	cell27971
0.031820168	9.230493125	none	cell27972
0.757076134	5.289231357	none	cell27973
1.052716365	7.345757064	none	cell27974
-4.330457459	10.05506092	none	cell27975
0.758773913	5.70651966	none	cell27976
5.264606943	7.743343887	none	cell27977
3.512690296	7.849926528	none	cell27978
2.052945604	7.166776714	none	cell27979
4.889194002	6.851293621	none	cell27980
3.337396612	8.946137962	none	cell27981
-1.686567674	6.54784399	none	cell27982
-4.625934611	7.815782127	none	cell27983
5.808794965	7.276295719	none	cell27984
4.821421137	7.997589645	none	cell27985
5.757159223	7.63024908	none	cell27986
3.618530264	8.629386482	none	cell27987
1.618338933	9.16708332	none	cell27988
-1.111652682	8.591981468	none	cell27989
-2.793750773	7.980509338	none	cell27990
-1.266781757	6.141062316	none	cell27991
-4.388222227	8.956559715	none	cell27992
2.40590333	4.872526702	none	cell27993
-0.708780328	7.700438556	none	cell27994
-4.438231478	7.751350936	none	cell27995
2.098636141	5.650191841	none	cell27996
2.168799629	4.791857299	none	cell27997
3.582265367	6.487829742	none	cell27998
-1.478010426	8.905135688	none	cell27999
1.449250331	7.113755283	none	cell28000
-4.182651768	10.22624546	none	cell28001
1.162952413	9.233279762	none	cell28002
1.570758214	9.578198013	none	cell28003
1.548451652	9.529455718	none	cell28004
-3.382707844	7.798220214	none	cell28005
0.459472587	9.837463912	none	cell28006
0.374286999	9.698758659	none	cell28007
-1.825575004	8.212919769	none	cell28008
-4.020120154	9.822350082	none	cell28009
-1.603614579	4.787315902	none	cell28010
0.25412332	8.985491332	none	cell28011
-1.721115599	3.575553712	none	cell28012
1.307762136	9.038449821	none	cell28013
5.168313017	8.084257659	none	cell28014
4.983455171	7.509287891	none	cell28015
4.000384798	8.626610336	none	cell28016
2.50063013	8.605354843	none	cell28017
1.333348384	8.362565574	none	cell28018
0.424348344	9.021611747	none	cell28019
-4.78819705	9.31339508	none	cell28020
1.073253622	4.1620298	none	cell28021
-3.817064534	9.755561408	none	cell28022
2.919182291	5.292517242	none	cell28023
3.774550905	8.351503906	none	cell28024
4.50420474	7.963798103	none	cell28025
4.457378378	8.743161735	none	cell28026
-5.37330247	9.924614486	none	cell28027
0.548531761	3.447449502	none	cell28028
-4.87059022	8.669887123	none	cell28029
-0.088040749	9.179669914	none	cell28030
-2.621716748	6.475772438	none	cell28031
4.336180677	6.376037178	none	cell28032
3.445944538	8.948419151	none	cell28033
1.091283431	3.854687271	none	cell28034
2.729369392	6.100412902	none	cell28035
0.343662133	9.047195014	none	cell28036
-0.472180846	5.944760379	none	cell28037
3.998970022	8.21513134	none	cell28038
-4.874992857	10.07554966	none	cell28039
2.322333326	8.716219482	none	cell28040
-5.276560316	8.479911384	none	cell28041
0.627473464	8.995691833	none	cell28042
-0.37282399	4.915229377	none	cell28043
2.227466573	4.587683734	none	cell28044
3.006965627	8.921720085	none	cell28045
0.168112924	9.393119392	none	cell28046
1.531823864	9.119571266	none	cell28047
3.812328329	5.914590415	none	cell28048
4.623683443	7.953777847	none	cell28049
-4.242156515	9.869819221	none	cell28050
3.528050651	5.802126941	none	cell28051
2.245448103	4.414579448	none	cell28052
2.02792119	4.939059314	none	cell28053
1.222805729	6.919443187	none	cell28054
-5.72410203	9.406710205	none	cell28055
-0.883417676	9.214586791	none	cell28056
-6.51603509	9.367025909	none	cell28057
-1.488399039	5.607980785	none	cell28058
-0.162271122	10.08677536	none	cell28059
-3.355174551	4.974287567	none	cell28060
4.686723699	8.467421112	none	cell28061
-1.547525297	6.161656436	none	cell28062
2.606072178	9.443527755	none	cell28063
-1.579664479	10.31489044	none	cell28064
0.097717156	9.885639724	none	cell28065
-0.415457504	7.668964443	none	cell28066
-2.665541897	8.403718528	none	cell28067
1.480791917	9.479912338	none	cell28068
-3.069823513	5.373126087	none	cell28069
5.407872667	7.863675651	none	cell28070
-0.982687602	7.95261341	none	cell28071
-1.496627102	6.333056507	none	cell28072
5.174264898	7.031077918	none	cell28073
-0.308547171	7.140984592	none	cell28074
4.752688398	8.507591781	none	cell28075
-0.273892599	6.45669466	none	cell28076
1.634826889	4.791982707	none	cell28077
0.451327016	9.034636077	none	cell28078
0.437095036	9.456827697	none	cell28079
-1.140684257	9.425941047	none	cell28080
-0.983337949	9.766885337	none	cell28081
-2.638467799	5.508714733	none	cell28082
5.761261453	6.983818111	none	cell28083
-4.636614333	8.683356819	none	cell28084
-0.825114051	8.060715255	none	cell28085
3.182166567	8.79472023	none	cell28086
1.790751209	7.022650775	none	cell28087
-1.669178257	8.439760742	none	cell28088
5.042695512	7.844510612	none	cell28089
-2.388085614	6.287750301	none	cell28090
4.727766027	6.740851936	none	cell28091
-4.551054011	10.09926086	none	cell28092
2.170407524	9.81813961	none	cell28093
2.70237421	9.397065696	none	cell28094
2.031631698	9.733423767	none	cell28095
-0.498817975	6.474573192	none	cell28096
2.822310199	7.718165931	none	cell28097
-2.334492693	7.175288257	none	cell28098
4.773165693	8.160175857	none	cell28099
-6.231089125	9.308021125	none	cell28100
0.280487885	7.690350112	none	cell28101
4.196703424	7.769464073	none	cell28102
1.43968903	6.876363334	none	cell28103
-3.233804236	9.931643066	none	cell28104
2.850440492	5.416348991	none	cell28105
-0.378110448	5.003591594	none	cell28106
3.549616089	8.078442153	none	cell28107
0.571355512	3.515290555	none	cell28108
2.813458433	9.160821495	none	cell28109
0.596415391	9.537781295	none	cell28110
-4.664166937	8.963924941	none	cell28111
-3.003119717	6.507120189	none	cell28112
2.503389825	8.302206573	none	cell28113
-4.398747931	9.871213493	none	cell28114
2.296664943	9.617933807	none	cell28115
4.226330747	8.06333023	none	cell28116
-2.803414831	7.960897979	none	cell28117
-0.62394009	6.403715667	none	cell28118
-1.271669755	8.314930496	none	cell28119
5.793126573	6.942503509	none	cell28120
-2.407061587	9.551073608	none	cell28121
2.450947036	5.45425373	none	cell28122
5.778801431	5.734616813	none	cell28123
2.473209371	9.17505413	none	cell28124
3.213259926	5.113271293	none	cell28125
5.713981619	5.472531852	none	cell28126
-4.454828272	9.051234779	none	cell28127
2.719322433	8.322244224	none	cell28128
2.348214616	8.10081726	none	cell28129
-4.835718165	9.388197479	none	cell28130
1.47443222	7.433094558	none	cell28131
-2.667833577	7.975327072	none	cell28132
1.857861986	5.010760364	none	cell28133
2.236157169	8.343290863	none	cell28134
-4.264671097	8.059707221	none	cell28135
-0.194147284	4.949776229	none	cell28136
0.983422389	8.198279914	none	cell28137
-0.23605902	6.814328727	none	cell28138
1.847880354	8.579544601	none	cell28139
1.171468606	9.814145622	none	cell28140
2.336389293	8.4120298	none	cell28141
0.85427772	8.34483963	none	cell28142
-1.530242215	9.068703231	none	cell28143
0.027207067	4.130223808	none	cell28144
-1.413117419	7.59117752	none	cell28145
3.546040525	5.993079242	none	cell28146
-1.039711366	6.31684309	none	cell28147
1.111339321	5.209028778	none	cell28148
-0.549761901	8.673520622	none	cell28149
0.102056881	8.854906616	none	cell28150
3.309831371	6.848475036	none	cell28151
3.857550134	8.776711044	none	cell28152
-0.55969351	9.282633361	none	cell28153
-0.641190032	8.724162635	none	cell28154
-0.022808353	8.502220687	none	cell28155
3.048045864	5.583705482	none	cell28156
-1.674644003	6.121939716	none	cell28157
4.097948541	6.142093238	none	cell28158
4.720011224	7.645569858	none	cell28159
-4.239691029	10.08459431	none	cell28160
0.820486536	7.816881713	none	cell28161
0.046097984	7.050750789	none	cell28162
-1.764862786	8.940820274	none	cell28163
2.5813167	9.54601818	none	cell28164
4.817536821	8.030058441	none	cell28165
1.768205394	9.788918075	none	cell28166
4.853089323	7.55774456	none	cell28167
2.89207982	9.033947525	none	cell28168
-2.263375173	8.588856277	none	cell28169
-0.203355948	9.488131103	none	cell28170
-0.954774926	8.750464019	none	cell28171
5.236026754	5.40665203	none	cell28172
-5.571676264	0.149042782	Epithelials	cell28173
-5.54678298	0.206163791	Epithelials	cell28174
10.08843802	-6.278364602	none	cell28175
5.229917993	5.56911951	Epithelials	cell28176
-6.310872565	1.257312116	Epithelials	cell28177
-5.067919264	9.567186889	none	cell28178
5.564836492	5.381920871	none	cell28179
-5.609118471	0.257479069	Epithelials	cell28180
4.877044191	5.817946968	Epithelials	cell28181
-5.730540762	0.463686463	Epithelials	cell28182
-5.703546534	0.062729386	Epithelials	cell28183
5.33629941	5.69996315	Epithelials	cell28184
4.892889967	5.7499724	Epithelials	cell28185
4.70045947	6.017787513	Epithelials	cell28186
4.911709299	5.634355602	Epithelials	cell28187
4.960435381	5.611214218	Epithelials	cell28188
4.230032434	6.32859188	Epithelials	cell28189
-5.989887724	0.747129974	Epithelials	cell28190
5.193582048	5.71037775	Epithelials	cell28191
-0.569108749	8.883197364	Epithelials	cell28192
5.144984235	5.632647094	Epithelials	cell28193
-5.07176591	9.437655029	none	cell28194
5.223797788	5.760275421	none	cell28195
-5.924316893	0.81224781	Epithelials	cell28196
5.175623407	5.620025215	Epithelials	cell28197
0.356560518	8.972190437	none	cell28198
5.250275602	5.577541408	none	cell28199
-6.209006796	0.656244931	Epithelials	cell28200
-5.583070288	0.290562806	Epithelials	cell28201
5.199700823	5.411154327	Epithelials	cell28202
5.184248438	5.58697277	Epithelials	cell28203
-0.036520104	9.281451759	none	cell28204
0.640724053	6.851235923	none	cell28205
-0.723998437	4.954989967	none	cell28206
0.842270126	9.807203826	none	cell28207
-1.915706764	6.883614597	none	cell28208
-0.067456762	7.095816192	none	cell28209
3.181910267	6.71648365	none	cell28210
-5.742602358	9.318708	none	cell28211
3.347193708	5.238417682	none	cell28212
3.336075058	5.202423629	none	cell28213
-1.861524234	7.889622268	none	cell28214
0.448517551	9.156475601	none	cell28215
-3.321451674	5.208164749	none	cell28216
-1.606333981	7.25066143	none	cell28217
-2.457266579	7.593674716	none	cell28218
-6.172635565	9.387553749	none	cell28219
4.765563955	8.246021804	none	cell28220
-6.388566504	1.198534903	Epithelials	cell28221
2.034787407	7.867980537	Epithelials	cell28222
-1.439917455	9.781978187	none	cell28223
-2.108576665	7.229072151	none	cell28224
-2.048744808	6.73741537	none	cell28225
-5.582772265	9.965195236	none	cell28226
1.086078753	9.125885543	none	cell28227
-1.586968432	4.55631977	none	cell28228
-1.146639417	8.064039764	none	cell28229
0.077336272	8.965334472	none	cell28230
1.281205644	7.634161052	none	cell28231
-1.694586764	7.801448402	none	cell28232
-0.379296724	8.574923095	none	cell28233
-1.697927366	8.356535491	none	cell28234
3.235902776	8.083901939	none	cell28235
3.09853219	5.414958534	none	cell28236
4.791669836	8.037996826	none	cell28237
1.62737905	6.652686176	none	cell28238
4.872142782	6.145879325	none	cell28239
2.81066226	7.60359436	none	cell28240
-0.65306739	9.024112281	none	cell28241
-6.097500811	0.610119876	Epithelials	cell28242
-1.402695904	8.881124076	none	cell28243
-6.019386301	0.425068137	Epithelials	cell28244
-2.845283041	5.549778518	none	cell28245
1.928469171	4.886732158	none	cell28246
-1.495805273	7.360779342	none	cell28247
5.617233267	5.794789371	none	cell28248
-0.548875267	8.85214859	none	cell28249
-2.780013094	8.736171302	none	cell28250
3.381703605	5.777633247	none	cell28251
3.19255804	6.504561004	none	cell28252
0.953617682	8.800239143	none	cell28253
-2.936272869	5.476669845	none	cell28254
3.055615654	6.098803577	none	cell28255
-1.06493933	8.651964721	none	cell28256
3.110350599	5.472663459	none	cell28257
-5.250523577	8.984099922	none	cell28258
-1.086050818	7.391662654	none	cell28259
-1.727849613	3.090831098	none	cell28260
-2.072123776	6.958846626	none	cell28261
-0.700015883	8.476205406	none	cell28262
-1.307693849	8.268091735	none	cell28263
0.285000851	6.024380264	none	cell28264
3.01866745	5.794399318	none	cell28265
0.697119941	6.922041473	none	cell28266
-2.457849989	6.860443172	none	cell28267
-5.313995848	9.727450904	none	cell28268
2.568244924	6.107226905	none	cell28269
5.12117814	6.760418472	none	cell28270
0.434200396	7.497078475	none	cell28271
2.654247751	6.070400295	none	cell28272
-2.605415593	8.099541244	none	cell28273
-1.405255685	7.629912433	none	cell28274
-1.051995943	9.1247583	none	cell28275
5.31519269	6.764543113	none	cell28276
3.868225565	8.084040222	none	cell28277
0.727888574	3.652029571	none	cell28278
-5.339651118	9.327687797	none	cell28279
-6.314790259	0.990230498	Epithelials	cell28280
-2.976586829	5.487370071	none	cell28281
5.353482713	5.768125114	none	cell28282
-5.530124674	9.811400947	none	cell28283
-1.217968831	7.825022277	none	cell28284
-5.265165339	9.682932434	none	cell28285
4.796903124	7.255776462	none	cell28286
1.06640779	9.34111267	none	cell28287
3.551067819	6.045175609	none	cell28288
5.553179731	6.056899604	none	cell28289
-4.878382216	8.84295803	none	cell28290
-3.652722607	7.860431251	none	cell28291
-0.430073755	8.130787429	none	cell28292
3.187422743	5.571155605	none	cell28293
4.06388997	7.936138687	none	cell28294
-1.415755997	3.637724456	none	cell28295
-0.757864038	6.170268115	none	cell28296
5.35070323	6.483588752	none	cell28297
0.791836967	9.320511398	none	cell28298
-3.052787552	5.404064712	none	cell28299
2.958248129	6.512250003	none	cell28300
-1.805311928	7.580648479	none	cell28301
-6.214324484	9.491876182	none	cell28302
-0.28030699	9.071178016	none	cell28303
-5.053555975	8.575450477	none	cell28304
-2.762324581	5.656928596	none	cell28305
0.561928441	7.989589271	none	cell28306
1.039014926	4.131092605	none	cell28307
3.569140663	6.081220684	none	cell28308
-0.684732417	8.080517349	none	cell28309
-2.744206915	5.796777305	none	cell28310
0.178120901	4.576034603	none	cell28311
-5.991327296	0.474362549	Epithelials	cell28312
0.110048612	8.71108776	none	cell28313
-2.409394989	7.345607814	none	cell28314
3.806848039	8.143544731	none	cell28315
0.562782516	3.734806117	none	cell28316
-0.868399004	7.58850151	none	cell28317
3.531115522	5.248202857	none	cell28318
-6.203751097	9.317046699	none	cell28319
3.80390357	8.421844062	none	cell28320
-5.613483439	8.954579887	none	cell28321
0.022135039	8.4490419	none	cell28322
1.24000143	9.26409584	none	cell28323
-6.059446822	0.524131414	Epithelials	cell28324
-0.596194396	6.444640693	none	cell28325
-0.879022787	7.97781044	none	cell28326
4.908806314	6.681390819	none	cell28327
-2.959278355	9.393858489	none	cell28328
-2.021410237	7.92832714	none	cell28329
4.758904447	8.083753166	none	cell28330
-1.00859792	7.822762069	none	cell28331
5.010965337	6.860184726	none	cell28332
2.159149637	8.197010574	none	cell28333
-2.148883949	6.781965312	none	cell28334
-3.385402928	6.188236293	none	cell28335
5.558114042	6.080331382	none	cell28336
-2.112048159	7.894651946	none	cell28337
-1.688252936	6.467739162	none	cell28338
-1.279398332	8.540076789	none	cell28339
2.561676731	8.050152358	none	cell28340
1.391523232	3.917008933	none	cell28341
-0.424492905	8.85632759	none	cell28342
-3.679095755	9.103790817	none	cell28343
-1.042461047	6.840041217	none	cell28344
2.875514497	5.229559955	none	cell28345
-0.248587886	7.23486	none	cell28346
-5.389534006	8.545810279	none	cell28347
-5.919414053	9.934128341	none	cell28348
3.069288482	6.139195499	none	cell28349
0.95512258	6.207389411	none	cell28350
-0.145047153	8.831751403	none	cell28351
1.124780526	9.220172462	none	cell28352
-2.601181755	7.724570808	none	cell28353
-1.040939937	9.08109909	none	cell28354
-3.101505051	5.308085975	none	cell28355
-2.887500534	7.499886569	none	cell28356
-3.025898466	9.034056243	none	cell28357
4.729179372	6.42349821	none	cell28358
3.33015131	5.171707687	none	cell28359
0.411111822	8.510584411	none	cell28360
2.738843193	5.426580009	none	cell28361
0.473114242	3.522975978	none	cell28362
2.978955736	5.091323432	none	cell28363
-0.476848091	8.474256095	none	cell28364
1.070219507	5.313519535	none	cell28365
-2.370289574	8.008924064	none	cell28366
0.484035184	9.120209274	none	cell28367
0.252637019	9.258449134	none	cell28368
-0.745680938	8.343361434	none	cell28369
-1.105890165	8.744498786	none	cell28370
-1.095491419	6.393647251	none	cell28371
